api_number,depth_top,depth_bot,thickness,porosity
42-175-33220,1271.016,1519.7328,248.7168,0.15
42-175-33223,864.108,1479.804,615.696,0.15
42-175-33234,1261.872,1578.864,316.992,0.15
42-175-33243,1200.912,1523.3904,322.4784,0.15
42-175-33244,1240.536,1525.2192,284.6832,0.15
42-175-33245,457.2,457.2,0,0.15
42-175-33246,1247.8512,1547.7744,299.9232,0.15
42-175-33251,1191.1584,1462.4304,271.272,0.15
42-175-33254,920.496,1294.4856,373.9896,0.15
42-175-33263,947.928,1263.0912,315.1632,0.15
42-175-33267,623.316,972.312,348.996,0.15
42-175-33269,1219.2,1529.4864,310.2864,0.15
42-175-33272,1359.408,1566.672,207.264,0.15
42-175-33277,1217.3712,1514.2464,296.8752,0.15
42-175-33283,809.244,1200.912,391.668,0.15
42-175-33287,1227.1248,1513.0272,285.9024,0.15
42-175-33293,905.256,1317.6504,412.3944,0.15
42-175-33295,795.528,1196.34,400.812,0.15
42-175-33297,1246.632,1541.6784,295.0464,0.15
42-175-33299,856.488,1210.3608,353.8728,0.15
42-175-33300,1239.9264,1532.5344,292.608,0.15
42-175-33304,1286.256,1563.624,277.368,0.15
42-175-33306,1258.824,1549.6032,290.7792,0.15
42-175-33309,1171.6512,1536.192,364.5408,0.15
42-175-33321,609.6,914.4,304.8,0.15
42-175-33324,792.48,1192.9872,400.5072,0.15
42-175-33333,1244.1936,1523.3904,279.1968,0.15
42-175-33335,1260.6528,1604.4672,343.8144,0.15
42-175-33347,772.0584,928.116,156.0576,0.15
42-175-33358,846.4296,1005.84,159.4104,0.15
42-175-33370,792.48,1109.472,316.992,0.15
42-175-33378,1296.0096,1542.288,246.2784,0.15
42-175-33383,612.648,957.072,344.424,0.15
42-175-33385,1131.4176,1378.3056,246.888,0.15
42-175-33386,1127.76,1449.6288,321.8688,0.15
42-175-33387,1213.104,1406.3472,193.2432,0.15
42-175-33391,938.784,1296.6192,357.8352,0.15
42-175-33393,670.56,1091.184,420.624,0.15
42-175-33405,609.6,944.88,335.28,0.15
42-175-33422,1164.336,1419.7584,255.4224,0.15
42-175-33430,638.556,963.168,324.612,0.15
42-175-33442,606.552,961.644,355.092,0.15
42-175-33455,927.2016,1221.0288,293.8272,0.15
42-175-33470,1131.4176,1342.3392,210.9216,0.15
42-175-33471,1152.144,1350.264,198.12,0.15
42-175-33477,841.248,1252.728,411.48,0.15
42-175-33497,1362.456,1540.4592,178.0032,0.15
42-175-33498,624.84,957.072,332.232,0.15
42-175-33506,1100.328,1314.9072,214.5792,0.15
42-175-33516,1048.512,1275.588,227.076,0.15
42-175-33517,1094.232,1310.64,216.408,0.15
42-175-33519,588.264,1066.8,478.536,0.15
42-175-33525,1259.4336,1563.624,304.1904,0.15
42-175-33526,1353.312,1555.0896,201.7776,0.15
42-175-33527,1211.58,1484.376,272.796,0.15
42-175-33529,1274.064,1525.2192,251.1552,0.15
42-175-33530,1338.072,1541.0688,202.9968,0.15
42-175-33532,1284.4272,1503.2736,218.8464,0.15
42-175-33537,1248.4608,1539.24,290.7792,0.15
42-175-33540,1051.56,1258.824,207.264,0.15
42-175-33543,1055.2176,1243.584,188.3664,0.15
42-175-33546,1043.0256,1244.1936,201.168,0.15
42-175-33547,1071.0672,1305.7632,234.696,0.15
42-175-33548,969.264,1301.496,332.232,0.15
42-175-33552,912.5712,1239.3168,326.7456,0.15
42-175-33553,1061.9232,1307.592,245.6688,0.15
42-175-33563,929.64,1284.732,355.092,0.15
42-175-33570,1103.376,1325.88,222.504,0.15
42-175-33572,1103.376,1295.4,192.024,0.15
42-175-33574,1097.28,1295.4,198.12,0.15
42-175-33576,1066.8,1313.688,246.888,0.15
42-175-33577,1095.4512,1335.024,239.5728,0.15
42-175-33582,457.2,923.2392,466.0392,0.15
42-175-33583,1109.472,1341.12,231.648,0.15
42-175-33600,602.8944,960.7296,357.8352,0.15
42-175-33601,518.16,999.1344,480.9744,0.15
42-175-33603,640.08,1019.2512,379.1712,0.15
42-175-33605,1054.608,1247.8512,193.2432,0.15
42-175-33609,705.612,1139.952,434.34,0.15
42-175-33617,825.0936,957.072,131.9784,0.15
42-175-33621,1325.88,1567.2816,241.4016,0.15
42-175-33642,923.544,1314.6024,391.0584,0.15
42-175-33650,1249.68,1537.4112,287.7312,0.15
42-175-33653,1283.208,1527.048,243.84,0.15
42-175-33655,1246.632,1542.288,295.656,0.15
42-175-33657,457.2,883.92,426.72,0.15
42-175-33663,1246.632,1552.956,306.324,0.15
42-175-33665,1222.248,1548.384,326.136,0.15
42-175-33667,1336.548,1545.336,208.788,0.15
42-175-33670,1271.016,1527.048,256.032,0.15
42-175-33678,783.0312,1121.664,338.6328,0.15
42-175-33680,770.2296,1134.7704,364.5408,0.15
42-175-33682,1101.852,1560.576,458.724,0.15
42-175-33687,1325.88,1545.336,219.456,0.15
42-175-33688,1341.12,1551.432,210.312,0.15
42-175-33690,1136.904,1528.8768,391.9728,0.15
42-175-33691,489.204,952.5,463.296,0.15
42-175-33712,987.552,1342.0344,354.4824,0.15
42-175-33714,835.4568,1161.5928,326.136,0.15
42-175-33716,1002.792,1335.024,332.232,0.15
42-175-33717,978.408,1315.8216,337.4136,0.15
42-175-33718,963.168,1298.448,335.28,0.15
42-175-33724,1234.44,1386.84,152.4,0.15
42-175-33725,934.212,1211.58,277.368,0.15
42-175-33734,1222.248,1561.1856,338.9376,0.15
42-175-33737,800.4048,1131.1128,330.708,0.15
42-175-33740,883.3104,1247.5464,364.236,0.15
42-175-33757,924.1536,1258.2144,334.0608,0.15
42-175-33763,829.6656,1177.1376,347.472,0.15
42-175-33764,903.4272,1247.8512,344.424,0.15
42-175-33766,1100.0232,1484.376,384.3528,0.15
42-175-33769,916.5336,1249.3752,332.8416,0.15
42-175-33774,854.3544,1197.864,343.5096,0.15
42-175-33779,1152.144,1539.24,387.096,0.15
42-175-33780,1224.0768,1547.1648,323.088,0.15
42-175-33797,897.636,1251.204,353.568,0.15
42-175-33812,1463.04,1804.416,341.376,0.15
42-175-33815,699.516,1132.332,432.816,0.15
42-175-33816,1420.368,1691.64,271.272,0.15
42-175-33827,1249.68,1667.256,417.576,0.15
42-175-33833,1250.8992,1667.256,416.3568,0.15
42-175-33843,594.36,1036.32,441.96,0.15
42-175-33875,788.8224,1191.1584,402.336,0.15
42-175-33896,699.516,1132.332,432.816,0.15
42-175-33918,1325.88,1652.016,326.136,0.15
42-175-33923,1277.112,1557.528,280.416,0.15
42-175-33951,609.6,960.12,350.52,0.15
42-175-33956,1021.08,1228.344,207.264,0.15
42-175-33957,1158.24,1633.728,475.488,0.15
42-175-33960,1409.7,1655.064,245.364,0.15
42-175-33965,512.064,1016.508,504.444,0.15
42-175-33974,643.128,1112.52,469.392,0.15
42-175-33987,1211.58,1640.7384,429.1584,0.15
42-175-33996,871.728,1234.44,362.712,0.15
42-175-34000,1235.6592,1292.352,56.6928,0.15
42-175-34001,1112.52,1539.24,426.72,0.15
42-175-34013,1051.56,1341.12,289.56,0.15
42-175-34043,1377.696,1658.112,280.416,0.15
42-175-34055,780.288,1053.3888,273.1008,0.15
42-175-34062,676.656,1075.3344,398.6784,0.15
42-175-34096,609.6,915.6192,306.0192,0.15
42-175-34097,609.6,914.4,304.8,0.15
42-175-34125,676.656,973.2264,296.5704,0.15
42-175-34126,679.704,975.9696,296.2656,0.15
42-175-34129,1252.728,1463.04,210.312,0.15
42-175-34130,989.076,1338.072,348.996,0.15
42-175-34131,1246.632,1533.144,286.512,0.15
42-175-34141,605.6376,966.5208,360.8832,0.15
42-175-34143,1284.732,1661.16,376.428,0.15
42-175-34145,988.1616,1335.6336,347.472,0.15
42-175-34149,1078.992,1536.192,457.2,0.15
42-175-34150,487.68,923.544,435.864,0.15
42-175-34168,716.28,1158.24,441.96,0.15
42-175-34175,1264.92,1531.3152,266.3952,0.15
42-175-34184,1335.024,1545.336,210.312,0.15
42-175-34185,1274.064,1551.432,277.368,0.15
42-175-34211,1464.8688,1545.336,80.4672,0.15
42-175-34215,762,914.4,152.4,0.15
42-175-34218,725.424,953.4144,227.9904,0.15
42-175-34219,859.536,1230.4776,370.9416,0.15
42-175-34220,818.0832,914.4,96.3168,0.15
42-175-34221,764.7432,856.1832,91.44,0.15
42-175-34223,406.2984,982.98,576.6816,0.15
42-175-34226,579.12,853.44,274.32,0.15
42-175-34233,972.312,1103.376,131.064,0.15
42-175-34238,725.424,953.4144,227.9904,0.15
42-175-34241,548.64,1004.316,455.676,0.15
42-175-34242,487.68,990.6,502.92,0.15
42-175-34245,801.3192,965.9112,164.592,0.15
42-175-34247,673.608,1213.104,539.496,0.15
42-175-34248,1280.16,1780.032,499.872,0.15
42-175-34249,792.48,1014.984,222.504,0.15
42-175-34250,762,914.4,152.4,0.15
42-175-34254,1224.6864,1662.9888,438.3024,0.15
42-175-34256,652.272,1042.416,390.144,0.15
42-175-34259,990.6,1524,533.4,0.15
42-175-34260,973.2264,1305.7632,332.5368,0.15
42-175-34262,1345.9968,1683.1056,337.1088,0.15
42-175-34264,737.616,923.544,185.928,0.15
42-175-34266,830.58,1018.6416,188.0616,0.15
42-199-00160,448.056,1036.32,588.264,0.15
42-199-00523,999.744,1746.504,746.76,0.15
42-199-00526,987.552,1722.12,734.568,0.15
42-199-00557,1218.8952,1425.2448,206.3496,0.15
42-199-01790,1672.7424,1432.56,-240.1824,0.15
42-199-30670,1082.04,1278.0264,195.9864,0.15
42-199-31298,1637.3856,2326.2336,688.848,0.15
42-199-31757,1493.52,1798.32,304.8,0.15
42-199-31783,1534.3632,2237.232,702.8688,0.15
42-199-31836,1490.472,1804.416,313.944,0.15
42-199-32184,1591.056,2299.716,708.66,0.15
42-199-32282,944.88,1342.3392,397.4592,0.15
42-199-32500,1406.652,1972.056,565.404,0.15
42-199-32585,1912.3152,1912.3152,0,0.15
42-199-32713,1572.768,2167.128,594.36,0.15
42-199-32715,1085.088,1676.4,591.312,0.15
42-199-32721,1522.1712,2145.792,623.6208,0.15
42-199-32729,1431.036,1815.084,384.048,0.15
42-199-32734,1615.44,2235.708,620.268,0.15
42-199-32784,1371.6,1828.8,457.2,0.15
42-199-32842,1371.6,1920.24,548.64,0.15
42-199-32875,1371.6,1828.8,457.2,0.15
42-199-32915,1041.5016,1564.2336,522.732,0.15
42-199-33030,1603.248,2210.4096,607.1616,0.15
42-199-33047,999.744,1673.352,673.608,0.15
42-199-33048,996.696,1670.304,673.608,0.15
42-199-33066,1593.1896,2182.368,589.1784,0.15
42-199-33113,1602.6384,2266.4928,663.8544,0.15
42-199-33117,883.92,1554.48,670.56,0.15
42-199-33182,1600.2,2346.96,746.76,0.15
42-199-33188,984.504,1664.208,679.704,0.15
42-199-33285,2071.116,2142.744,71.628,0.15
42-199-33308,2077.212,2139.696,62.484,0.15
42-199-33351,448.056,826.008,377.952,0.15
42-199-33411,1524,2148.84,624.84,0.15
42-199-33465,441.96,771.144,329.184,0.15
42-199-33466,640.08,975.36,335.28,0.15
42-199-33469,411.48,771.144,359.664,0.15
42-199-33470,1341.12,1005.84,-335.28,0.15
42-199-33497,1103.376,1205.7888,102.4128,0.15
42-199-33523,1224.9912,1577.9496,352.9584,0.15
42-199-33527,1224.6864,1577.6448,352.9584,0.15
42-199-33528,1229.5632,1432.56,202.9968,0.15
42-199-33536,1241.4504,1594.4088,352.9584,0.15
42-199-33547,1133.856,1463.04,329.184,0.15
42-199-33552,1776.984,2331.72,554.736,0.15
42-199-33578,1502.664,2250.948,748.284,0.15
42-199-33580,1368.552,1840.992,472.44,0.15
42-199-33583,1066.8,1341.12,274.32,0.15
42-199-33584,411.48,771.144,359.664,0.15
42-199-33595,411.48,771.144,359.664,0.15
42-199-33601,1173.48,1371.6,198.12,0.15
42-199-33604,1497.7872,1600.2,102.4128,0.15
42-199-33605,1505.712,1584.96,79.248,0.15
42-199-33614,688.2384,1094.8416,406.6032,0.15
42-199-33621,807.72,1572.1584,764.4384,0.15
42-199-33626,929.64,1554.48,624.84,0.15
42-201-00160,670.56,1158.24,487.68,0.15
42-201-00253,609.9048,1249.9848,640.08,0.15
42-201-00347,755.904,1196.0352,440.1312,0.15
42-201-05235,1591.056,2269.8456,678.7896,0.15
42-201-05960,1683.1056,1842.516,159.4104,0.15
42-201-20324,1752.6,1969.008,216.408,0.15
42-201-30211,1252.728,1789.176,536.448,0.15
42-201-30378,1051.8648,1220.1144,168.2496,0.15
42-201-30398,1067.7144,1219.5048,151.7904,0.15
42-201-30921,1789.176,2220.468,431.292,0.15
42-201-31061,1636.776,2277.1608,640.3848,0.15
42-201-31062,1006.7544,1463.3448,456.5904,0.15
42-201-31153,1383.792,1911.096,527.304,0.15
42-201-31344,1213.104,1697.736,484.632,0.15
42-201-31570,1539.24,2417.064,877.824,0.15
42-201-31571,1663.2936,2253.3864,590.0928,0.15
42-201-31640,1749.552,2383.536,633.984,0.15
42-201-31692,1800.7584,2453.64,652.8816,0.15
42-201-31720,1365.504,2057.4,691.896,0.15
42-201-31735,982.0656,1679.448,697.3824,0.15
42-201-31809,1743.456,2407.92,664.464,0.15
42-201-31838,1767.84,2420.112,652.272,0.15
42-201-31856,917.448,1626.108,708.66,0.15
42-201-31872,1402.08,1935.48,533.4,0.15
42-201-31989,2011.68,2667,655.32,0.15
42-201-32092,1935.48,2785.872,850.392,0.15
42-201-32123,1565.148,2447.544,882.396,0.15
42-201-32160,1564.2336,2237.232,672.9984,0.15
42-201-32217,2057.4,2773.68,716.28,0.15
42-201-32239,1252.728,1920.24,667.512,0.15
42-201-32263,1369.4664,2033.9304,664.464,0.15
42-201-32293,1639.824,2322.576,682.752,0.15
42-201-32295,1310.64,1924.2024,613.5624,0.15
42-201-32302,2072.64,2548.128,475.488,0.15
42-201-32402,1579.4736,2384.1456,804.672,0.15
42-201-32454,1604.4672,2305.5072,701.04,0.15
42-201-32476,813.2064,1237.488,424.2816,0.15
42-201-32483,1548.384,1908.048,359.664,0.15
42-201-32557,1533.144,2343.912,810.768,0.15
42-201-32568,1969.008,2450.592,481.584,0.15
42-201-32580,1566.672,2493.264,926.592,0.15
42-201-32590,1563.624,2392.68,829.056,0.15
42-201-32613,1606.296,2555.748,949.452,0.15
42-201-32619,1606.296,2432.304,826.008,0.15
42-201-32673,1584.96,2377.44,792.48,0.15
42-201-32675,1808.988,2664.8664,855.8784,0.15
42-201-32727,1773.936,2627.376,853.44,0.15
42-201-32750,2039.112,2471.928,432.816,0.15
42-201-32773,1606.296,2555.748,949.452,0.15
42-201-32785,1082.04,1920.24,838.2,0.15
42-201-32797,1322.832,1990.344,667.512,0.15
42-201-32820,1124.712,1965.96,841.248,0.15
42-201-32829,1158.24,2115.312,957.072,0.15
42-201-32853,1554.48,2423.16,868.68,0.15
42-201-32857,1643.7864,2536.5456,892.7592,0.15
42-201-32858,1385.316,2106.168,720.852,0.15
42-201-32890,1359.408,2062.2768,702.8688,0.15
42-201-32910,1211.58,1804.416,592.836,0.15
42-201-32918,1350.264,2072.64,722.376,0.15
42-201-32930,1877.568,2703.576,826.008,0.15
42-201-32941,1399.032,1953.768,554.736,0.15
42-201-32958,1880.616,2654.808,774.192,0.15
42-201-32961,1365.504,1895.856,530.352,0.15
42-201-32979,2117.7504,2737.104,619.3536,0.15
42-215-00780,1880.616,2636.52,755.904,0.15
42-215-30026,1645.92,1920.24,274.32,0.15
42-215-30081,1434.9984,2401.824,966.8256,0.15
42-215-30112,1859.28,2209.8,350.52,0.15
42-215-30135,1455.7248,2151.888,696.1632,0.15
42-215-30189,1859.28,2209.8,350.52,0.15
42-215-30384,1071.372,2170.176,1098.804,0.15
42-215-30436,1524,2240.28,716.28,0.15
42-215-30441,1330.452,2324.7096,994.2576,0.15
42-215-30444,1511.808,2212.848,701.04,0.15
42-215-30771,1219.2,2197.608,978.408,0.15
42-215-30789,1481.328,2179.32,697.992,0.15
42-215-30804,1527.048,2237.232,710.184,0.15
42-215-30807,2074.164,2140.3056,66.1416,0.15
42-215-30812,2107.3872,2107.3872,0,0.15
42-215-30831,1411.224,2240.28,829.056,0.15
42-215-30926,1472.7936,1876.3488,403.5552,0.15
42-215-30987,225.552,1645.92,1420.368,0.15
42-215-30995,1566.672,2072.64,505.968,0.15
42-215-31040,1345.0824,2867.5584,1522.476,0.15
42-215-31092,1636.776,2292.096,655.32,0.15
42-215-31178,2103.12,2740.152,637.032,0.15
42-215-31182,1944.624,2493.264,548.64,0.15
42-215-31186,1627.632,2130.552,502.92,0.15
42-215-31224,1590.1416,1590.1416,0,0.15
42-215-31239,1886.712,2663.3424,776.6304,0.15
42-215-31248,1927.86,2887.98,960.12,0.15
42-215-31255,1962.3024,2925.1656,962.8632,0.15
42-215-31299,1965.96,2840.736,874.776,0.15
42-215-31305,1859.28,2203.704,344.424,0.15
42-215-31336,1921.764,2302.764,381,0.15
42-215-31359,2016.252,3331.464,1315.212,0.15
42-215-31361,1859.28,2209.8,350.52,0.15
42-215-31365,1834.896,3462.528,1627.632,0.15
42-215-31369,1965.96,2523.744,557.784,0.15
42-215-31375,1901.952,2918.46,1016.508,0.15
42-215-31411,1880.616,2636.52,755.904,0.15
42-215-31418,2249.424,2922.4224,672.9984,0.15
42-215-31425,1952.244,3371.088,1418.844,0.15
42-215-31431,1526.7432,2720.34,1193.5968,0.15
42-215-31460,225.552,2411.2728,2185.7208,0.15
42-215-31478,2017.776,2225.04,207.264,0.15
42-215-31493,1859.28,2209.8,350.52,0.15
42-215-31500,2519.7816,2935.8336,416.052,0.15
42-215-31507,2867.2536,3625.2912,758.0376,0.15
42-215-31512,1920.24,2395.728,475.488,0.15
42-215-31514,1524,2095.5,571.5,0.15
42-215-31537,1005.84,1371.6,365.76,0.15
42-215-31560,2023.872,2346.96,323.088,0.15
42-215-31574,1425.5496,2957.7792,1532.2296,0.15
42-215-31600,1801.9776,2197.608,395.6304,0.15
42-215-31620,1834.896,2822.448,987.552,0.15
42-215-31624,2255.52,2255.52,0,0.15
42-215-31628,1859.28,2194.56,335.28,0.15
42-215-31634,1443.228,2884.6272,1441.3992,0.15
42-215-31637,1767.84,2764.536,996.696,0.15
42-215-31649,2237.232,2237.232,0,0.15
42-215-31658,1249.68,2407.92,1158.24,0.15
42-215-31665,2237.232,2237.232,0,0.15
42-215-31666,2456.688,2881.5792,424.8912,0.15
42-215-31694,1796.796,2202.18,405.384,0.15
42-215-31700,1616.964,2255.52,638.556,0.15
42-215-31707,1938.528,2212.848,274.32,0.15
42-215-31710,1859.28,2194.56,335.28,0.15
42-215-31720,1613.916,2220.468,606.552,0.15
42-215-31733,1859.28,2194.56,335.28,0.15
42-215-31739,1859.28,2194.56,335.28,0.15
42-215-31740,1548.384,2157.0696,608.6856,0.15
42-215-31748,1859.28,2194.56,335.28,0.15
42-215-31752,1005.84,1298.448,292.608,0.15
42-215-31759,1607.82,2217.42,609.6,0.15
42-215-31761,1859.28,2194.56,335.28,0.15
42-215-31774,1956.816,2188.7688,231.9528,0.15
42-215-31780,1859.28,2194.56,335.28,0.15
42-215-31784,2153.412,2239.6704,86.2584,0.15
42-215-31789,1859.28,2194.56,335.28,0.15
42-215-31803,2228.088,2228.088,0,0.15
42-215-31891,1859.28,2209.8,350.52,0.15
42-215-31914,1859.28,2194.56,335.28,0.15
42-215-31927,1524,2661.5136,1137.5136,0.15
42-215-31939,1859.28,2194.56,335.28,0.15
42-215-31944,1791.0048,2289.3528,498.348,0.15
42-215-31950,1524,2286,762,0.15
42-215-31999,2788.3104,2606.04,-182.2704,0.15
42-215-32004,1874.52,2194.56,320.04,0.15
42-215-32009,1524,2133.6,609.6,0.15
42-215-32029,1776.0696,2133.6,357.5304,0.15
42-215-32037,1581.912,2133.6,551.688,0.15
42-215-32057,1901.952,3110.484,1208.532,0.15
42-215-32080,1264.92,1490.472,225.552,0.15
42-215-32089,1920.24,3566.16,1645.92,0.15
42-215-32119,1950.72,2578.608,627.888,0.15
42-215-32134,1987.296,1987.296,0,0.15
42-215-32137,1219.2,1981.2,762,0.15
42-215-32152,884.2248,1405.128,520.9032,0.15
42-215-32163,1386.84,2377.44,990.6,0.15
42-215-32166,1871.472,1871.472,0,0.15
42-215-32197,1815.6936,2860.548,1044.8544,0.15
42-215-32201,1921.1544,2830.6776,909.5232,0.15
42-215-32204,1920.24,2072.64,152.4,0.15
42-215-32210,1637.3856,2343.3024,705.9168,0.15
42-215-32222,667.512,1733.0928,1065.5808,0.15
42-215-32228,1859.28,2194.56,335.28,0.15
42-215-32231,1402.08,1707.4896,305.4096,0.15
42-215-32242,152.4,1341.12,1188.72,0.15
42-215-32245,1368.552,1697.736,329.184,0.15
42-215-32246,659.892,1685.544,1025.652,0.15
42-215-32253,1859.28,2194.56,335.28,0.15
42-215-32257,1606.296,2262.8352,656.5392,0.15
42-215-32260,659.2824,1680.972,1021.6896,0.15
42-215-32271,2118.36,2554.224,435.864,0.15
42-215-32273,1792.8336,2971.8,1178.9664,0.15
42-215-32275,1920.24,1920.24,0,0.15
42-215-32284,1271.016,1908.048,637.032,0.15
42-215-32289,1920.24,3566.16,1645.92,0.15
42-215-32301,2139.696,2586.228,446.532,0.15
42-215-32303,1859.28,2194.56,335.28,0.15
42-215-32322,676.656,1813.56,1136.904,0.15
42-215-32334,1583.7408,2235.4032,651.6624,0.15
42-215-32344,1584.0456,2413.7112,829.6656,0.15
42-215-32355,1219.2,2545.08,1325.88,0.15
42-215-32363,1505.712,2055.5712,549.8592,0.15
42-215-32368,1889.76,3535.68,1645.92,0.15
42-215-32382,883.92,1845.564,961.644,0.15
42-215-32389,3341.5224,3572.8656,231.3432,0.15
42-215-32392,1447.4952,2181.4536,733.9584,0.15
42-215-32401,3423.5136,3711.2448,287.7312,0.15
42-215-32402,3377.7936,3580.7904,202.9968,0.15
42-215-32403,1136.904,1320.3936,183.4896,0.15
42-215-32412,1527.6576,2150.0592,622.4016,0.15
42-215-32427,3507.0288,3701.796,194.7672,0.15
42-215-32429,1139.3424,1292.352,153.0096,0.15
42-215-32442,3383.28,3563.112,179.832,0.15
42-215-32443,3368.04,3608.832,240.792,0.15
42-215-32521,1463.04,2011.68,548.64,0.15
42-215-32541,2136.0384,2484.12,348.0816,0.15
42-215-32557,2169.5664,2586.5328,416.9664,0.15
42-215-32585,2612.7456,2831.592,218.8464,0.15
42-215-32601,2137.2576,2704.4904,567.2328,0.15
42-215-32602,2137.2576,2704.4904,567.2328,0.15
42-215-32608,2357.628,3726.18,1368.552,0.15
42-215-32621,1828.8,2414.016,585.216,0.15
42-215-32650,1045.464,2821.8384,1776.3744,0.15
42-215-32660,1341.7296,2805.3792,1463.6496,0.15
42-215-32691,957.072,2774.2896,1817.2176,0.15
42-215-32692,947.928,2746.5528,1798.6248,0.15
42-215-32695,1524,1981.2,457.2,0.15
42-215-32706,966.216,2717.292,1751.076,0.15
42-215-32708,2138.172,2975.4576,837.2856,0.15
42-215-32715,2577.9984,2758.44,180.4416,0.15
42-215-32716,1533.144,2813.304,1280.16,0.15
42-215-32724,2321.3568,2785.872,464.5152,0.15
42-215-32754,2338.4256,3094.3296,755.904,0.15
42-215-32825,853.44,1950.72,1097.28,0.15
42-215-32837,2374.392,3682.5936,1308.2016,0.15
42-215-32859,2478.024,3723.132,1245.108,0.15
42-215-32910,1919.0208,2589.8856,670.8648,0.15
42-215-32925,225.552,1645.92,1420.368,0.15
42-215-32946,1991.5632,3351.276,1359.7128,0.15
42-215-32986,2011.0704,3505.8096,1494.7392,0.15
42-215-33000,2915.412,4349.496,1434.084,0.15
42-215-33022,225.552,1645.92,1420.368,0.15
