api_number,depth_top,depth_bot,thickness,porosity,coord_latitude,coord_longitude
42-123-34720,670.56,729.3864,58.8264,0.15,29.3126401,-97.2243583
42-123-34721,249.936,322.7832,72.8472,0.15,29.1455787,-97.5809955
42-123-34732,749.808,1048.512,298.704,0.15,29.3326789,-97.2519173
42-123-34736,749.808,1048.512,298.704,0.15,29.2353893,-97.4602872
42-123-34737,749.808,1048.512,298.704,0.15,29.2348184,-97.4610927
42-123-34738,749.808,1048.512,298.704,0.15,29.234175,-97.4615669
42-123-34739,749.808,1048.512,298.704,0.15,29.2340859,-97.4624063
42-123-34740,144.4752,579.12,434.6448,0.15,28.9957792,-97.6390309
42-123-34741,144.4752,579.12,434.6448,0.15,28.9914199,-97.632478
42-123-34742,144.4752,579.12,434.6448,0.15,28.9941497,-97.6402085
42-123-34743,137.16,350.52,213.36,0.15,29.178161,-97.4476227
42-123-34756,573.9384,674.2176,100.2792,0.15,28.9200923,-97.6084279
42-123-34757,575.4624,669.036,93.5736,0.15,28.9191285,-97.6091539
42-123-34758,578.8152,676.0464,97.2312,0.15,28.9186288,-97.6102938
42-123-34782,304.8,594.36,289.56,0.15,28.9756949,-97.6418083
42-123-34784,304.8,594.36,289.56,0.15,28.9742357,-97.6424612
42-123-34785,304.8,594.36,289.56,0.15,28.9733496,-97.6432539
42-123-34786,304.8,594.36,289.56,0.15,28.9724662,-97.6437084
42-123-34787,304.8,594.36,289.56,0.15,28.9720252,-97.6441299
42-123-34788,183.1848,432.2064,249.0216,0.15,29.1270982,-97.5479079
42-123-34789,183.1848,432.2064,249.0216,0.15,29.1252331,-97.5492683
42-123-34790,183.1848,432.2064,249.0216,0.15,29.1263638,-97.5487012
42-123-34791,274.32,594.36,320.04,0.15,28.9831223,-97.6689601
42-123-34792,274.32,594.36,320.04,0.15,28.9824409,-97.6694056
42-123-34793,274.32,594.36,320.04,0.15,28.981507,-97.6693532
42-123-34794,274.32,594.36,320.04,0.15,28.9808537,-97.6704066
42-123-34795,304.8,609.6,304.8,0.15,28.9692677,-97.6410246
42-123-34796,304.8,609.6,304.8,0.15,28.9684461,-97.6414431
42-123-34797,304.8,609.6,304.8,0.15,28.9677816,-97.642071
42-123-34798,183.1848,432.2064,249.0216,0.15,29.128412,-97.5467539
42-123-34808,304.8,609.6,304.8,0.15,28.9667506,-97.6425704
42-123-34818,457.2,609.6,152.4,0.15,28.9891917,-97.6659435
42-123-34819,457.2,655.32,198.12,0.15,28.9861719,-97.6677549
42-123-34820,457.2,655.32,198.12,0.15,28.9882968,-97.6661994
42-123-34821,274.32,562.9656,288.6456,0.15,29.0092042,-97.6926156
42-123-34822,457.2,655.32,198.12,0.15,28.9908193,-97.6644387
42-123-34823,457.2,655.32,198.12,0.15,28.9871822,-97.6668526
42-123-34824,274.32,562.9656,288.6456,0.15,29.0092775,-97.6908224
42-123-34846,274.32,562.9656,288.6456,0.15,29.0093328,-97.696113
42-123-34863,274.32,563.88,289.56,0.15,29.322756,-97.29381
42-123-34864,274.32,563.88,289.56,0.15,29.3222838,-97.2916025
42-123-34865,274.32,563.88,289.56,0.15,29.321984,-97.2892961
42-123-34879,102.108,297.4848,195.3768,0.15,29.3175612,-97.2580785
42-123-34880,110.0328,292.9128,182.88,0.15,29.3191169,-97.2565852
42-123-34891,119.4816,420.624,301.1424,0.15,29.3567545,-97.2530754
42-123-34892,132.8928,420.3192,287.4264,0.15,29.3558635,-97.2503207
42-123-34906,135.0264,430.6824,295.656,0.15,29.3665785,-97.2449477
42-123-34907,129.2352,419.7096,290.4744,0.15,29.3645693,-97.2408914
42-123-34934,127.7112,434.0352,306.324,0.15,29.3607186,-97.2296809
42-123-34935,141.1224,428.5488,287.4264,0.15,29.3639563,-97.2359284
42-123-34949,106.68,434.9496,328.2696,0.15,29.2418269,-97.3245866
42-123-34952,106.68,434.9496,328.2696,0.15,29.2416605,-97.3275361
42-123-34960,106.68,434.9496,328.2696,0.15,29.2597869,-97.3308162
42-123-34961,106.68,434.9496,328.2696,0.15,29.2418613,-97.3237109
42-123-34962,124.6632,356.616,231.9528,0.15,29.3101358,-97.2399771
42-123-34963,113.6904,381,267.3096,0.15,29.3123366,-97.2400213
42-123-34974,129.2352,342.9,213.6648,0.15,29.3111391,-97.2754354
42-123-34975,136.2456,326.136,189.8904,0.15,29.3100651,-97.2756267
42-123-34995,274.32,608.076,333.756,0.15,28.9781647,-97.7062396
42-123-34996,274.32,608.076,333.756,0.15,28.9790703,-97.7062624
42-123-34997,274.32,608.076,333.756,0.15,28.9799759,-97.7062853
42-123-34998,274.32,608.076,333.756,0.15,28.9746068,-97.6950501
42-123-35010,274.32,608.076,333.756,0.15,28.9851361,-97.7105752
42-123-35011,274.32,608.076,333.756,0.15,28.9870171,-97.7123089
42-123-35013,274.32,608.076,333.756,0.15,28.9888982,-97.7140426
42-123-35018,274.32,571.5,297.18,0.15,29.0001373,-97.6812537
42-123-35019,274.32,571.5,297.18,0.15,28.9941257,-97.6846264
42-123-35020,274.32,571.5,297.18,0.15,28.9950337,-97.6842557
42-123-35021,274.32,571.5,297.18,0.15,28.9963733,-97.6839405
42-123-35022,274.32,571.5,297.18,0.15,28.9976706,-97.6832718
42-123-35023,274.32,571.5,297.18,0.15,28.9980729,-97.6819899
42-123-35024,274.32,571.5,297.18,0.15,28.9990712,-97.6813072
42-123-35049,563.88,762,198.12,0.15,29.3506287,-97.2822246
42-123-35070,304.8,838.2,533.4,0.15,29.1506257,-97.3914923
42-123-35071,304.8,838.2,533.4,0.15,29.1504453,-97.3895504
42-123-35072,304.8,838.2,533.4,0.15,29.1444656,-97.3874331
42-123-35073,304.8,838.2,533.4,0.15,29.1445163,-97.3855542
42-123-35074,304.8,838.2,533.4,0.15,29.1445645,-97.3836753
42-131-01038,873.252,873.252,0,0.15,27.9100145,-98.2781126
42-131-10936,914.4,1072.896,158.496,0.15,27.5357707,-98.5751543
42-131-11043,449.58,1354.836,905.256,0.15,27.3082211,-98.3793173
42-131-31908,932.688,1088.136,155.448,0.15,27.5306845,-98.5709295
42-131-36051,853.44,1246.632,393.192,0.15,27.6152456,-98.2620768
42-131-36161,975.36,1463.04,487.68,0.15,27.8707536,-98.3527281
42-131-36385,1609.344,1747.1136,137.7696,0.15,27.7643319,-98.3212891
42-131-36454,1609.344,1747.1136,137.7696,0.15,27.7635122,-98.3171422
42-131-36489,862.584,1524,661.416,0.15,27.6040747,-98.2748946
42-131-36722,1197.864,1539.24,341.376,0.15,27.5675239,-98.2943395
42-131-36788,1013.46,1280.16,266.7,0.15,27.5856361,-98.2505158
42-131-36824,896.112,1341.12,445.008,0.15,27.5847357,-98.2575275
42-131-36862,731.52,1554.48,822.96,0.15,27.6310253,-98.2417918
42-131-36961,1325.88,1722.12,396.24,0.15,27.3831786,-98.3072846
42-131-37999,746.76,929.64,182.88,0.15,27.934547,-98.3847991
42-131-38010,914.4,1795.272,880.872,0.15,27.5137841,-98.2964286
42-131-38465,744.9312,990.6,245.6688,0.15,27.564797,-98.6042144
42-131-38823,713.232,853.44,140.208,0.15,27.4697648,-98.4575728
42-131-39227,121.92,1066.8,944.88,0.15,27.7510316,-98.3466876
42-131-39270,579.12,1190.244,611.124,0.15,27.5714226,-98.2459382
42-131-39377,1231.392,1539.24,307.848,0.15,27.5439995,-98.380736
42-131-39438,457.2,975.36,518.16,0.15,27.8550343,-98.3260697
42-131-39479,350.52,1158.24,807.72,0.15,27.7621576,-98.3223525
42-131-39490,121.92,2072.64,1950.72,0.15,27.7689649,-98.7658231
42-131-39501,2926.08,2072.64,-853.44,0.15,27.5388963,-98.7661227
42-131-39508,380.3904,898.5504,518.16,0.15,27.9244495,-98.2576237
42-131-39519,864.108,1121.664,257.556,0.15,27.4558206,-98.4721948
42-131-39538,964.692,1310.64,345.948,0.15,27.9419312,-98.3940079
42-131-39572,408.432,1158.24,749.808,0.15,27.424967,-98.3794827
42-131-39579,867.156,1116.1776,249.0216,0.15,27.4668151,-98.4646787
42-131-39590,621.792,1005.84,384.048,0.15,27.9450914,-98.2473137
42-131-39593,867.156,1116.4824,249.3264,0.15,27.4669765,-98.4648579
42-131-39595,853.44,1371.6,518.16,0.15,27.8267154,-98.4827128
42-131-39612,1056.4368,1320.3936,263.9568,0.15,27.4765179,-98.4208834
42-131-39613,377.952,666.2928,288.3408,0.15,28.0281948,-98.466588
42-131-39617,1123.188,1329.5376,206.3496,0.15,27.4654094,-98.4246436
42-131-39618,777.24,1411.224,633.984,0.15,27.6618601,-98.2866425
42-131-39622,523.0368,610.2096,87.1728,0.15,27.8655164,-98.6074245
42-131-39623,1324.9656,1359.408,34.4424,0.15,27.6348013,-98.3175333
42-131-39637,1149.7056,1299.3624,149.6568,0.15,27.4809574,-98.4144297
42-131-39659,1350.264,1386.84,36.576,0.15,27.6360378,-98.3246377
42-149-33365,195.3768,225.8568,30.48,0.15,29.6118741,-97.0909491
42-149-33366,195.3768,225.8568,30.48,0.15,29.6118513,-97.089095
42-157-00679,633.984,1606.296,972.312,0.15,29.5789792,-95.5088008
42-157-00740,1693.164,2406.396,713.232,0.15,29.504137,-95.5494872
42-157-00741,1691.64,2406.396,714.756,0.15,29.5041385,-95.5478193
42-157-30058,1691.64,2406.396,714.756,0.15,29.5016255,-95.5497491
42-157-30102,1005.84,1219.2,213.36,0.15,29.4766148,-95.7559712
42-157-30178,982.6752,1226.2104,243.5352,0.15,29.4746664,-95.7570533
42-157-30406,1648.968,2061.3624,412.3944,0.15,29.45063,-95.551569
42-157-30866,1630.0704,2065.02,434.9496,0.15,29.4581613,-95.5795677
42-157-30868,1545.0312,2029.0536,484.0224,0.15,29.458133,-95.5533223
42-157-30870,1592.2752,2122.932,530.6568,0.15,29.4544115,-95.5924478
42-157-30980,1246.632,1765.4016,518.7696,0.15,29.6338716,-95.7464621
42-157-31050,1510.284,1833.372,323.088,0.15,29.4828514,-95.7673575
42-157-31060,1367.6376,2018.0808,650.4432,0.15,29.4329141,-95.8993831
42-157-31082,1438.656,1913.5344,474.8784,0.15,29.5476067,-95.8561873
42-157-31188,1637.9952,1796.796,158.8008,0.15,29.4421393,-95.5736468
42-157-31190,1507.5408,1873.3008,365.76,0.15,29.5586449,-95.8483596
42-157-31435,1036.32,1706.2704,669.9504,0.15,29.4829231,-96.0445569
42-157-31440,1199.6928,1890.3696,690.6768,0.15,29.5795338,-95.9785978
42-157-31450,963.168,1250.8992,287.7312,0.15,29.5641361,-95.9704045
42-157-31451,980.2368,1242.3648,262.128,0.15,29.5628746,-95.9656962
42-157-31463,1186.2816,1295.4,109.1184,0.15,29.5668748,-95.498574
42-157-31496,1042.416,1217.3712,174.9552,0.15,29.4792181,-95.7492533
42-157-31502,1437.4368,1909.2672,471.8304,0.15,29.5473227,-95.8592991
42-157-31507,1287.4752,1901.952,614.4768,0.15,29.5923061,-95.951172
42-157-31508,905.5608,1269.7968,364.236,0.15,29.5660255,-95.9721378
42-157-31514,1473.708,1913.2296,439.5216,0.15,29.5419437,-95.8629527
42-157-31526,1245.7176,1975.4088,729.6912,0.15,29.5947502,-95.9573224
42-157-31529,1296.924,1661.16,364.236,0.15,29.6205373,-95.9733825
42-157-31534,979.0176,1616.6592,637.6416,0.15,29.5607729,-95.9603552
42-157-31535,1249.68,2033.016,783.336,0.15,29.685875,-95.6839586
42-157-31545,1108.2528,1430.7312,322.4784,0.15,29.5701159,-95.9735347
42-157-31551,1048.512,1871.472,822.96,0.15,29.4984925,-95.9670338
42-157-31577,894.8928,1233.8304,338.9376,0.15,29.5660696,-95.9718905
42-157-31602,1057.656,1584.96,527.304,0.15,29.5613589,-95.9669252
42-157-31609,1018.032,1495.3488,477.3168,0.15,29.5695504,-95.9538109
42-157-31611,980.2368,1309.7256,329.4888,0.15,29.5632679,-95.9679407
42-157-31613,1603.248,2097.024,493.776,0.15,29.4733008,-95.5664311
42-157-31617,1234.44,2011.68,777.24,0.15,29.6865419,-95.6827648
42-157-31628,1000.6584,1305.7632,305.1048,0.15,29.5677382,-95.973318
42-157-31637,1258.2144,1919.9352,661.7208,0.15,29.6090408,-95.982267
42-157-31662,1493.52,1920.24,426.72,0.15,29.452345,-95.563364
42-157-31664,1529.4864,1874.52,345.0336,0.15,29.4539612,-95.5585538
42-157-31688,1237.488,1325.5752,88.0872,0.15,29.2958659,-95.8830259
42-157-31692,1293.876,1995.2208,701.3448,0.15,29.5254737,-95.8721678
42-157-31708,1813.56,1981.2,167.64,0.15,29.6811223,-95.7116015
42-157-31723,990.2952,1029.9192,39.624,0.15,29.3005987,-95.8902559
42-157-31728,1783.08,1868.424,85.344,0.15,29.6782952,-95.6844251
42-157-31735,1651.4064,2299.716,648.3096,0.15,29.4309464,-95.5659142
42-157-31737,1676.4,2286,609.6,0.15,29.3441198,-95.830662
42-157-31743,1097.28,2020.824,923.544,0.15,29.6799464,-95.6883957
42-157-31760,1676.4,2286,609.6,0.15,29.3485147,-95.8381198
42-157-31762,1249.68,2011.68,762,0.15,29.6848094,-95.7103733
42-157-31768,1249.68,1965.96,716.28,0.15,29.6824745,-95.7079988
42-157-31769,1568.196,2100.072,531.876,0.15,29.3489358,-95.8548106
42-157-31798,1539.24,1737.36,198.12,0.15,29.7094028,-95.8006394
42-157-31814,1493.52,1798.32,304.8,0.15,29.701455,-95.7448033
42-157-31819,1235.6592,1792.224,556.5648,0.15,29.5883419,-95.9725856
42-157-31824,1258.824,2002.536,743.712,0.15,29.5854101,-95.9427026
42-157-31843,1261.872,2005.584,743.712,0.15,29.5837058,-95.9417962
42-157-31850,1261.872,2002.536,740.664,0.15,29.5868679,-95.9424358
42-157-31856,1058.8752,1810.512,751.6368,0.15,29.4595297,-96.0294204
42-157-31867,1267.968,2020.824,752.856,0.15,29.5876402,-95.9397395
42-157-31869,1305.1536,1835.2008,530.0472,0.15,29.6653898,-95.6681732
42-157-31874,1271.6256,2020.824,749.1984,0.15,29.5877397,-95.9394865
42-157-31883,1308.8112,1846.1736,537.3624,0.15,29.666905,-95.6649314
42-157-31887,1274.064,2026.92,752.856,0.15,29.5867548,-95.9373689
42-157-31896,1267.968,2026.92,758.952,0.15,29.5892055,-95.9378745
42-157-31912,1274.064,2031.492,757.428,0.15,29.5848887,-95.9380396
42-157-31962,1481.328,1831.848,350.52,0.15,29.4410843,-95.5543179
42-157-32023,1380.744,1440.18,59.436,0.15,29.2861495,-95.8804323
42-157-32033,1453.896,2014.728,560.832,0.15,29.480939,-95.7758422
42-157-32035,1099.1088,1780.6416,681.5328,0.15,29.563079,-95.9181344
42-157-32043,1871.472,2587.752,716.28,0.15,29.4408768,-95.5114006
42-157-32054,1791.9192,2485.3392,693.42,0.15,29.4516307,-95.5232343
42-157-32055,1870.5576,2538.984,668.4264,0.15,29.4523522,-95.5026757
42-157-32077,1581.912,2072.64,490.728,0.15,29.3621242,-95.8402379
42-157-32082,1138.428,1872.3864,733.9584,0.15,29.5628723,-95.9757775
42-157-32083,1093.6224,1855.3176,761.6952,0.15,29.5825787,-95.8631339
42-157-32084,1245.7176,1945.5384,699.8208,0.15,29.5769682,-95.9079005
42-157-32087,1389.888,1905,515.112,0.15,29.4296081,-95.8653371
42-157-32095,1595.628,2240.28,644.652,0.15,29.4719928,-95.5688475
42-157-32102,1505.712,1999.488,493.776,0.15,29.4248913,-95.865082
42-157-32103,1505.712,1993.392,487.68,0.15,29.4300852,-95.8578045
42-157-32108,2509.1136,2636.52,127.4064,0.15,29.4857021,-95.5214489
42-157-32110,1633.728,2255.52,621.792,0.15,29.4847034,-95.6862537
42-157-32119,1591.056,2011.68,420.624,0.15,29.3609562,-95.8444731
42-157-32123,1139.952,1872.996,733.044,0.15,29.5988616,-95.9514692
42-157-32125,1569.72,2102.5104,532.7904,0.15,29.4709425,-95.573117
42-157-32126,1630.68,2246.376,615.696,0.15,29.4943345,-95.6846986
42-157-32136,1863.852,3082.1376,1218.2856,0.15,29.4589688,-95.4713653
42-157-32146,1252.4232,1915.0584,662.6352,0.15,29.5312469,-95.8893397
42-157-32147,1622.1456,2243.9376,621.792,0.15,29.4921171,-95.6849282
42-157-32148,1615.44,2253.996,638.556,0.15,29.4805304,-95.6794428
42-157-32153,1360.932,2016.252,655.32,0.15,29.4317693,-95.8505829
42-157-32165,1834.2864,1919.6304,85.344,0.15,29.5389439,-95.8818289
42-157-32166,1630.68,2279.904,649.224,0.15,29.4981309,-95.6637651
42-157-32167,1360.932,2016.252,655.32,0.15,29.4194368,-95.880684
42-157-32195,1613.3064,2323.7952,710.4888,0.15,29.4888092,-95.6798141
42-157-32198,1619.4024,2255.52,636.1176,0.15,29.4844628,-95.6731993
42-157-32206,1606.296,2313.432,707.136,0.15,29.499963,-95.688823
42-157-32215,1185.0624,1917.192,732.1296,0.15,29.6171122,-95.8773145
42-157-32220,1275.2832,1902.2568,626.9736,0.15,29.540936,-95.8983074
42-157-32236,1624.8888,2416.4544,791.5656,0.15,29.4981168,-95.6584964
42-157-32241,1264.6152,1909.572,644.9568,0.15,29.5438946,-95.8986592
42-157-32269,1594.104,2218.944,624.84,0.15,29.507108,-95.6943541
42-157-32281,1683.7152,2279.2944,595.5792,0.15,29.4637197,-95.6689424
42-157-32286,1637.3856,2278.9896,641.604,0.15,29.47027,-95.6766973
42-157-32299,1407.2616,2117.7504,710.4888,0.15,29.4584194,-95.8279593
42-157-32307,1251.5088,1906.524,655.0152,0.15,29.536846,-95.8973609
42-157-32326,1612.6968,2259.1776,646.4808,0.15,29.4927476,-95.6803395
42-157-32335,1588.6176,2275.6368,687.0192,0.15,29.4756846,-95.6827816
42-157-32346,1618.488,2255.52,637.032,0.15,29.4723065,-95.6735588
42-157-32348,1609.344,1988.5152,379.1712,0.15,29.6068298,-95.7187014
42-157-32351,1519.1232,2253.3864,734.2632,0.15,29.4343446,-95.8041158
42-157-32388,972.312,1082.04,109.728,0.15,29.472019,-95.7563001
42-157-32392,1582.2168,2110.74,528.5232,0.15,29.6034997,-95.7263681
42-157-32403,1073.5056,1254.252,180.7464,0.15,29.475004,-95.7403743
42-157-32418,1405.128,2066.544,661.416,0.15,29.6138217,-95.6701788
42-157-32578,1179.2712,1777.5936,598.3224,0.15,29.4859974,-96.0214682
42-157-32988,1271.6256,1816.608,544.9824,0.15,29.5078276,-95.8898082
42-157-33116,633.984,1606.296,972.312,0.15,29.5789598,-95.509162
42-157-33144,1588.008,1773.936,185.928,0.15,29.4834545,-95.7676127
42-157-33201,2148.84,2067.4584,-81.3816,0.15,29.6199482,-95.9834064
42-157-33209,1880.616,2072.64,192.024,0.15,29.347947,-95.8417476
42-157-33256,2132.076,1828.8,-303.276,0.15,29.3662699,-95.8387772
42-167-30128,2015.6424,3058.3632,1042.7208,0.15,29.4641034,-95.2175861
42-167-30978,2511.552,1920.8496,-590.7024,0.15,29.4455052,-95.0126676
42-167-31295,2871.216,4439.412,1568.196,0.15,29.4786202,-94.8910149
42-167-31332,2526.792,3762.756,1235.964,0.15,29.4653507,-94.978754
42-167-31345,2815.4376,4270.248,1454.8104,0.15,29.4864272,-94.9158504
42-167-31426,2912.0592,4732.3248,1820.2656,0.15,29.4765767,-94.8807135
42-167-31454,2910.84,4420.2096,1509.3696,0.15,29.4956573,-94.9127509
42-167-31500,2867.8632,4426.9152,1559.052,0.15,29.4843062,-94.9083159
42-175-00114,670.56,1005.84,335.28,0.15,28.777812,-97.5303836
42-175-00148,822.96,1005.84,182.88,0.15,28.7590407,-97.5484293
42-175-00219,670.56,944.88,274.32,0.15,28.8106045,-97.5385192
42-175-01052,594.36,1097.28,502.92,0.15,28.5896462,-97.4867012
42-175-01478,616.9152,769.0104,152.0952,0.15,28.6783263,-97.6414551
42-175-01777,789.432,963.168,173.736,0.15,28.7921368,-97.4739095
42-175-01946,1410.6144,1555.0896,144.4752,0.15,28.4906228,-97.3392369
42-175-02063,853.44,615.696,-237.744,0.15,28.6939127,-97.5314238
42-175-30011,445.008,984.504,539.496,0.15,28.6980572,-97.5307076
42-175-30282,943.6608,943.6608,0,0.15,28.7121981,-97.515645
42-175-30542,433.4256,938.1744,504.7488,0.15,28.6501495,-97.6541886
42-175-31196,762,914.4,152.4,0.15,28.886012,-97.397782
42-175-31269,911.352,1027.176,115.824,0.15,28.8206878,-97.358678
42-175-31275,1043.0256,1237.488,194.4624,0.15,28.7056313,-97.2520668
42-175-31340,597.408,886.968,289.56,0.15,28.6736223,-97.6352757
42-175-31382,1147.8768,1248.4608,100.584,0.15,28.7644069,-97.1672813
42-175-31531,579.12,978.408,399.288,0.15,28.7150695,-97.5551707
42-175-31566,1037.844,1258.824,220.98,0.15,28.7576812,-97.173652
42-175-31585,660.1968,1264.3104,604.1136,0.15,28.7700634,-97.1654158
42-175-31726,487.68,914.4,426.72,0.15,28.6665157,-97.6455496
42-175-31769,929.64,990.6,60.96,0.15,28.5883986,-97.6552889
42-175-31785,1661.16,1661.16,0,0.15,28.4596999,-97.367653
42-175-31793,853.44,1402.08,548.64,0.15,28.6637894,-97.2240051
42-175-31842,579.12,944.88,365.76,0.15,28.8289728,-97.4380277
42-175-31874,625.7544,929.3352,303.5808,0.15,28.6349703,-97.6273318
42-175-31886,579.4248,1051.56,472.1352,0.15,28.8296275,-97.3361152
42-175-31920,641.9088,1104.5952,462.6864,0.15,28.5838413,-97.4893692
42-175-31931,667.512,1011.936,344.424,0.15,28.7384126,-97.4178914
42-175-31934,862.584,1173.48,310.896,0.15,28.7041131,-97.2839457
42-175-31936,842.1624,1229.2584,387.096,0.15,28.6559112,-97.3111741
42-175-31997,798.576,987.552,188.976,0.15,28.8437068,-97.3657675
42-175-32000,830.58,1171.0416,340.4616,0.15,28.7065521,-97.2859108
42-175-32004,1082.04,1568.196,486.156,0.15,28.4571262,-97.3588339
42-175-32027,804.672,999.744,195.072,0.15,28.7431719,-97.4160208
42-175-32030,822.96,975.36,152.4,0.15,28.7331873,-97.4384191
42-175-32065,865.632,1258.824,393.192,0.15,28.692719,-97.2622072
42-175-32097,496.824,954.024,457.2,0.15,28.848742,-97.4413648
42-175-32105,726.6432,1119.2256,392.5824,0.15,28.7462423,-97.3184969
42-175-32115,611.4288,903.4272,291.9984,0.15,28.6512451,-97.619542
42-175-32118,718.4136,1116.1776,397.764,0.15,28.7505755,-97.313961
42-175-32133,1082.04,1.524,-1080.516,0.15,28.462599,-97.3571466
42-175-32145,599.8464,910.7424,310.896,0.15,28.6439369,-97.6260314
42-175-32152,893.6736,1204.8744,311.2008,0.15,28.6858584,-97.3181713
42-175-32174,840.6384,1222.248,381.6096,0.15,28.6514547,-97.3173966
42-175-32188,919.8864,1213.104,293.2176,0.15,28.723155,-97.2589969
42-175-32208,518.16,960.7296,442.5696,0.15,28.759697,-97.4780338
42-175-32253,573.024,1037.844,464.82,0.15,28.8205561,-97.3535527
42-175-32255,1063.752,1501.14,437.388,0.15,28.4855017,-97.3997277
42-175-32262,809.244,1207.008,397.764,0.15,28.6791643,-97.3297114
42-175-32284,624.84,929.64,304.8,0.15,28.6615315,-97.5866233
42-175-32302,1045.464,1487.1192,441.6552,0.15,28.6269958,-97.1984752
42-175-32329,801.0144,1216.152,415.1376,0.15,28.6835248,-97.3373807
42-175-32351,989.076,1220.1144,231.0384,0.15,28.727798,-97.2509922
